index,name,cate_1,cate_2,cate_3,dong,lon,lat,cate_mix,naver_keyword,naver_map_url,naver_store_type,naver_star_point,naver_star_point_qty,naver_blog_review_txt,naver_blog_review_qty
178830,내가찜한닭,한식,한식/백반/한정식,한식 음식점업,흑석동,37.5074241971416,126.95935492321199,한식한식 백반 한정식한식 음식점업,흑석동%20내가찜한닭,https://m.place.naver.com/restaurant/1522104412,찜닭,4.42,152.0,"내찜닭 메뉴 치즈추가 제대로박았음 존맛탱 :) 요즘 진짜 많은 일들이 일어난다 동시다발적으로.. 운명과 인연이 종잇장처럼 느껴지고 내 의지와 무관하게 거스를 수 없는 것처럼 여겨지다 예상치 못한 기회와 만남, 놓았던...,돼지는 행복한 동물일거야 집 근처에 오픈한 즉석떡볶이(일반 떡볶이도 있음) 인테리어가 너무 이쁘길래 오픈 전부터 다들 기대했었다 마침내 엄마랑 유도 전에 맛난거 먹고 가려고 먹었는데 세~상~에~ 이렇게 맛 없는...,뭐먹으까나~~~ #중앙대맛집 열심히 검색해보다가 찜닭으로 결정! 중앙대 앞에 찜닭이 #봉추찜닭 #내가찜한닭 두곳이 있었당 뭔가 네이버 후기가 내가찜한닭이 많아서,, 내찜닭으류 고고 ~!~! #중앙대내가찜한닭 베라2층에...,#내가찜한닭 #210619 #중앙대찜닭 #내찜닭 #내찜닭중앙대 #중앙대치킨 영업시간 매일 오전10시 ~ 오후10시 배달, 포장 가능 9호선 흑석역(급행역 아님) 4번출구에서 6분거리 내가찜한닭 인기메뉴 매콤고추장찜닭, 안동찜닭...,---------<2021. 5. 30. Sun>--------- 벌써 5월 마지막 주라니...뭐했다고...벌써!!!! 여튼 오늘은 교회에 갔다가 셀모임을 갖고 과제를 달릴 계획! (원래 친구한테 생일 선물 줄라 그랬는데 시간이 안맞아서 또 못줬다...) 포항항.....,기타 멘토링 다녀왔는데 손톱 너무 길어서 코드 잡기만 하고 기타 치지는 못했다^^.. 다음부턴 드럼멘토링 신청해야지 다시 해본 앱테스트 간식으로 이삭토스트 하나 먹고 테스트했는데 30분정도 시간 걸렸다..하나가 되면...,#흑석동 내찜닭 #찜닭집 #흑석맛집 #흑석음식점추천 흑석동에는 중앙대 학생들이 많이 가는 찜닭집 이 2개가 있죠. 둘다 프랜차이즈라서 아쉽기는 하지만 그 두개 빼고는 아직 들어본 적이 없는 것 같아요. 내가...,내찜닭 마이 소울 푸드다 솔직히 치킨이랑 찜닭 중에 뭘 더 좋아하냐 하면 좀 고민하다가 치킨을 고르겠지만 그래도 꽤나 고민할 것 같음***** 진짜 내찜닭 너무 맛있음 황씨랑 학교에서 볼 때마다 내찜닭 먹는 것 같은데 휴...,#중앙대맛집 #내찜닭 중앙대에서 밥약을 자주하는 곳으로 유명한 곳이랍니다! 중앙대 앞에 맛집이 워낙 없어서 가는 곳만 가는데 그중에 종종 가곤 하는 몇없는 #흑석역맛집 #중앙대맛집 중 하나! 베라 2층에 있어요!...,중앙대학교 맛집을 소개하고자 한다. 바로바로 '내가찜한닭'!! 중앙대학교 정문 앞 건물 2층에 위치해 있다. 같은 내가찜한닭 집이어도 맛이 똑같지 않더라. 예전에 홍대에 있는 내가찜한닭을 간 적이 있었는데 중앙대점...",15
178980,밀플랜비,양식,정통양식/경양식,서양식 음식점업,상도1동,37.4948283608593,126.95638589972499,양식정통양식 경양식서양식 음식점업,상도1동%20밀플랜비,https://m.place.naver.com/restaurant/1947323834,핫도그,4.63,282.0,"아이스는 주말에도 가만히 있지를 못하는 성격이라ㅋㅋ 이번에는 밀플랜비란 곳에 댕겨옴 매장 안은 오픈한지 얼마 안되서 그런지ㅋㅋ 무지 쾌적하구~~ 좋았던 것 같당 아이스는 메뉴판을 보구~~ 뭘 묵을지 고민?? 드디어...,상도동맛집 밀플랜비 숭실대점 가성비 좋은 부리또맛집 동몽 안녕하세요 동몽입니다 제가 얼마전부터 부리또가 되게 먹고싶었어요 사실 최근에 멕시칸 음식에 매우 꽂히긴했던.. 암튼 그러다가 부리또 맛집 글을 보는데...,숭실대쪽 부리또 집이 새로 생겼다고 우연히 발견하고 오랜만에 부리또 먹을겸 산책할겸 찾아가봄. 부리또는 대학다닐때 학교앞에 도스마스가 있어서 종종 먹곤했는데 (그때 가격이 3500원이었나..그랬던듯 가성비 갑)...,안녕 요즘 진짜 부리또, 타코, 나쵸칩스, 등등 자극적인 게 너무 땡겨효..... 숭실대학교입구 근처에 있는 #밀플랜비 최근에 생긴 곳인데 숭실대 맛집으로 뜨고 있는 곳 특히 부리또를 판다고 해서 바로 달려감 숭실대입구...,숭실대입구 맛집 • 밀플랜비 • MEAL PLAN B 이곳은 명실상부 서울 중심의 대학가이면서 유흥거리라던지 젊은이 컨셉의 가게가 하나도 없어 당혹스럽기가 이룰 데 없는 숭실대학교에서 손에 꼽는 음식점 중 한 곳인...,안녕하세요! 오늘은 숭실대맛집 밀플랜비 포스팅 하려고 해요~ 대학가 근처에는 늘 가성비 넘치고, 맛좋은 곳이 있기 마련인데요. 제가 오늘 포스팅할 밀플랜비도 착한가격에 맛있는 한끼가 기다리는 곳이에요!...,짝꿍이 친구가 추천해 준 맛집이 있다면서, 가볍게 가보자대요! 그래서 가게 된 곳, <밀 플랜비> Meal Plan B 숭실대입구 밀 플랜 비 매장 분위기 숭실대 뒷골목에 위치한 밀 플랜비. 이 뒷골목 참 좋아하는데, 코로나 터지고...,Previous image Next image 숭실대맛집, 상도동맛집 밀플랜비 숭실대점 완전 감동받고 진지하게쓰는 숭실대맛집 밀플랜비 7호선 숭실대입구역 4번출구근처에요. 대학가앞이라 학생들이 찾을만한 밥집이 꽤 있는데 그 중 가성비...,비가 주룩 주룩 날씨가 우중충한데 입맛이 없어서 뭘 먹을까?고민 고민하다 이런날엔 고소한 튀김이 먹고 싶더라구요? ㅎㅎ 그렇다고 매번 먹던 감자튀김이나 치킨은 좀,, 그냥 그렇고 해서 이번에 숭실대맛집이라는...,오래간만에 부리또가 먹고 싶어서 찾아가게 된 숭실대입구역에 있는 '밀플랜비'! 서울 동작구 상도로67길 27 2층(상도동) 매일 11:00 - 21:00 위치는 숭실대입구역 4번 출구에서 숭실대 쪽으로 쭉 올라오면 된다....",52
180710,플레고,유흥주점,빠/카페/스탠드빠,일반유흥 주점업,흑석동,37.504087236841706,126.966187323429,유흥주점빠 카페 스탠드빠일반유흥 주점업,흑석동%20플레고,https://m.place.naver.com/restaurant/36516716,"키즈카페,실내놀이터",4.68,17.0,"이색데이트추천 ! 레고카페 플레고!!!! 대박추천!!! 친구와 함께 흑석역 근처에 있는 ""플레고""란 곳에 다녀왔어요~~~ 다녀온 후기를 한마디로... ""대.박"" 영화, 밥, 커피가 지겨운 커플들에게도 추천!!! 위치는 흑석역에서 도보...,J for Joyful 참고로 나는 이런 잡다한 덕후같은 소일거리를 엄청 좋아한다. 퍼즐, 레고, 스도쿠, 네모네모로직. 대체로 혼자 끙끙 거리면서 방 안에 쳐박혀서 할 수 있는 것들. 오랜 시간 외동으로 자라서 그러는 걸까....,안녕하세요 나쿤이에요 오늘은 흑석역 근처 블럭카페플레고에 다녀왔어요 ,,,총총 블럭카페플레고는 흑석역에서 3번출구에서 도보로 12분 걸려요 메뉴판이에요 성인 2인 2시간 24000원 데이트팝 이용시 22400원 음료...,아이들만 가는줄 알았다 ★ 레고방 ★ 조심스레 ""어른도 가도되나요?"" 물어보고, 회사동료들과 방문했다 ㅋㅋㅋㅋㅋㅋ 1시간정도만 놀고싶다고 하니 300피스 짜리를 추천해주셨다 :) 꺄오 하나하나 조립하면서 만들다보니...,블럭카페 플레고 안녕하세요 잇님들 ! 쫑쫑맘 이에요 여기는 흑석동에 있는 #블럭카페 플레고에요 레고 쫑쫑맘은 레고를 만드는걸 정말 좋아해요 ! 그래서 레고 카페에 종종 오는데 이번에 루리집사와 함께 만들은 레고는...,안녕하세요 아르르르~~입니다! 요즘 계속ㅋㅋ 흑석포스팅을 올리고 있는데요 오늘은 흑석에서 이색데이트를 즐길 수 있는 곳!! 블럭카페 플레고 에 대해 포스팅하려고 합니다 저랑 제 남치니 둘 다 레고를 좋아해서 이런...,안녕하세요! 이번 주말 겨울방학 동안 독감을 앓고 회복된 아이들이 그간 집안에만 있던게 넘 답답했는지 어디든 가자길래 부랴부랴 집 근처 키즈카페를 검색했어요. 이제 8세,6세인 두 아이들은 뛰어노는 방방장 보다...,레고카페 플레고 흑석동 주변 뭐 할거 없을까 하고 검색하다가 찾은 레고카페!! 오 이런곳이...!! 후기를 보니 애들만 많아서.. 어른이 가도 되려나 하고 걱정했는데 가보니 레고 종류도 다양하고 프라모델부터 나노블록...,결혼 전에는 몰랐던 그리고 관심조차 없었던 키즈카페. 왜 요즘은 그게 참으로 고프고 가고도 싶지만, 잘 되어 있는 곳 찾기도 쉽지 않거니와 다녀오면 아이가 장염이든 감기든 꼭 앓아누우니 가기도 두렵고 그렇다....,아이와 함께 플레고를 다녀왔어요 이제 제법 레고 블럭 놀이를 잘 하더라구요 그래서 찾은게 바로 흑석동에있는 플레고 레고카페에요 레고카페가 몇군데 있긴 한데 키즈카페에 붙어있던가 작은 소규모였는데 여기는...",13
181383,내가찜한닭숭실대점,유흥주점,호프/맥주,기타 주점업,상도1동,37.4951711175164,126.956426365181,유흥주점호프 맥주기타 주점업,상도1동%20내가찜한닭숭실대점,https://m.place.naver.com/restaurant/1935469189,찜닭,4.51,146.0,"숭실대입구역 내가 찜한닭 오랜만에 먹은 찜닭~ 찜닭 한번씩 땡길때가 있는데 혼자 먹기는 참 애매한 음식이죠.. 가격도 저렴하지 않고 양도 적지 않고.. 그렇다고 막상 냉장고에 넣어놓으면 맛도 없으니^^;; 그래도 오랜만에...,* 상호: 내가찜한닭 * 메뉴 : 매콤고추장찜닭(소) * 가격대: ₩18,000 ~ * 만족도: ★★★☆☆ * 양크기: ★★★☆☆ * 분위기: ★★★☆☆ * 서비스: ★★★☆☆ ※ 게시된 맛집에 대한 평가는 개인적인 평가이며 개개인의...,* 상호: 내가찜한닭 * 메뉴명: 치즈찜닭 * 가격대: ₩38,000 ~ * 만족도: ★★★☆☆ * 양크기: ★★★☆☆ * 분위기: ★★★☆☆ * 서비스: ★★★☆☆ ※ 게시된 맛집에 대한 평가는 개인적인 평가이며 개개인의 입맛에...,* 상호: 내가찜한닭 * 메뉴명: 순살고추장찜닭 * 가격대: ₩35,000 ~ * 만족도: ★★★☆☆ * 양크기: ★★★☆☆ * 분위기: ★★★☆☆ * 서비스: ★★★☆☆ ※ 게시된 맛집에 대한 평가는 개인적인 평가이며 개개인의 입맛에...,#AHC #톤업쿠션 휴가 끝나고 출근하니까 깜짝 선물이 .. ♥ 퇴사하신 과장님이 감사했다구 다 돌렸다구 했다 .. 잘쓰겠습니닷 ~♡♡⁼³₌₃ 새로 산 오렌지색 긴팔 티 .. 근데 저 날 .. 최고기온 35도였다 .. 나 죽는 줄...,남자친구가 숭실대학교에서 시험이 있다고 해서, 시험이 끝나는 시간에 맞춰 숭실대입구역으로 향했다. 우리는 데이트 장소를 정할 때 항상 맛집 위주로 선택하는 경향이 있는데, 숭실대입구역 맛집은 찾아봐도 딱히...,숭실대점 내가찜한닭 안녕하세요. 먹방요정 포포입니다. 오늘의 주제는 육해공 중에 공에 해당하는 찜닭입니다. 언제나처럼 먹방주관주의 모드이오니, 그저 참고만 하시길 바라요. 일단 계단 올라가다보면 다양한...,내가 찜한 닭 숭실대점에서 ㆍ 순살안동찜닭 대자를 시켰습니다. ㆍ ㆍ ㆍ ㆍ 치즈가 듬뿍있어 아이들이 좋아하네요. ㆍ #내가찜한닭 #숭실대점,숭실대에는 밥집이 참 많아서 매번 갈때마다 뭐먹을지 고민하면서 행복한 고민에 빠지게 만드는데요, ㅋㅋㅋ 몇일전부터 찜닭생각이 났는데 마침 만나는 동생도 찜닭이 먹고싶다고해서 숭실대 내가찜한닭에서 찜닭먹고...,내가찜한닭 영업시간 평일 10:00 - 22:00 주말 11:00 - 22:00 (방학기간 오전 11시 오픈) 위치 서울 동작구 사당로 18-1 나무에 가려진,, 2층에 있는 내찜닭 숭실대 중문 고민사거리 입구에 있는 내가찜한닭에 점심 먹으러...",30
181577,스타벅스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,흑석동,37.5069358330654,126.95812885181401,커피점 카페커피전문점 카페 다방비알콜 음료점업,흑석동%20스타벅스,https://m.place.naver.com/restaurant/38767184,카페,4.47,,"21.06.11. 스타벅스 중앙대점 갑자기 여의도에서 점심식사 약속이 잡힌날 시간이 떠서 흑석동으로 발걸음을 옮겼다. 책을 보고자 찾은 곳은 스타벅스 스타벅스 중앙대점. 초행길은 찾기 쉽지 않다. 건물이 도로에서 살짝...,우리는 배가 고프고 목이 마르면 무엇인가 먹고마십니다. 그렇게 섭취 된 음식물 여러 소화기관를 거치며 잘게 쪼개져 흡수 됩니다. 이때 가장 주요한 일을 하는 위입니다. 특히 잘 늘어난 특성을 가진 위는 입을 통해...,스타벅스에서 크랜베리 치킨치즈 샌드위치와 아이스 라떼 먹고 왔어요~ 스타벅스 중앙대점 안녕하세요 염수리입니다. 오늘은 스타벅스에서 크랜베리 치킨치즈 샌드위치와 아이스 라떼 먹고 온 후기 남겨볼게요...,주소 : 서울특별시 동작구 흑석로 75-1 (구) 서울특별시 동작구 흑석동 205-5 전화번호 : 02-812-3250 영업시간 : 07:00 - 23:00 주차 : 불가능 위치는 중앙대학교 정문 바로 건너편에 위치해있습니다 4층 건물이에요 저번 주...,안녕하세요 ! 고객과 상담할때도 스타벅스, 식사 하고 후식으로도 스벅..스벅! 이렇게 된 어느정도 이유는 모두 스타벅스 프리퀀시 쿠폰을 적립하기 위해서였는데요 ㅎ 코로나라 사무실에 나가진 못하고, 한번씩 나갈때...,#스타벅스 #스타벅스중앙대점 #송데이비드호섭#스타벅스역사 #제주유기농#제주#유기농말차#중앙대#프라푸치노 스타벅스초기 로고랍니다. 오늘 같이 더운날 누구나 한번쯤은 가 본 세계적인 카폐...,이런 신메뉴 소식은 내가 빠질 수 없지! Find your blooming moments 오늘은 이번 봄 시즌 메뉴의 대장인 것 같은 미드나잇 베르가못 콜드브루를 마시러 스타벅스에 다녀왔다 스타벅스 앱이 리뉴얼된 것 같더라... 처음에...,스타벅스 홀빈 원두 인도네시아 웨스트 자바 커피 좋아하시나요?? 저는 커피를 무진장 좋아한답니다. 스타벅스에서 새로운 원두가 나왔대요. 바로바로 인도네시아 웨스트 자바 18,000원 입니다. 시즌한정으로 여름을...,오늘은 중앙대쪽에서 볼 일 마치고 스타벅스에서 친구를 기다리고 있다. 최애하는 휘핑추가한 카페라떼를 마시고 있는데, 옆에서 커피마시던 사람이 뒷처리를 안하고 가버린다. 이것은 나의 것 저것은 이미 나간 손님놈의...,맛이 없음 . 통밀 토스트칩 도 주는데 이건 맛있음 호기심에 시켰는데 비린 맛 난다 처음엔 먹을만했는데 통밀칩이랑 안어울려서 다른거 주지 생각했는데 한두입먹고나서부터는 느끼하고 비리고 진짜 비추 ㅠㅜ...",63
181745,하꼬멘,일식/수산물,음식점-일식,일식 음식점업,흑석동,37.507684373276604,126.959226893968,일식 수산물음식점-일식일식 음식점업,흑석동%20하꼬멘,https://m.place.naver.com/restaurant/38276568,일본식라면,4.5,32.0,"안녕하세요, HOSU 입니다. 닉네임을 바꿔보았어요 !! 마음에 듭니다 (●'◡'●) 오늘의 포스팅은 '하꼬멘'이에요. 정문쪽 골목길에 위치하고 있어요. 베라 옆 골목으로 들어가시면 있습니다. 운영 시간 : 오전 10시 ~ 오후 8시...,정말 예전부터 간다고 생각하다 그렇게 땡기지가 않아서 미루다 미루다 오늘 다녀온 중앙대 하꼬멘 골목 안쪽에 있어서 찾기 어려울 수도 있겠으나 문성 한의원 골목으로 25m 정도 올라가면 바로 보입니다. 인테리어는...,#오늘일기 #블챌 #블로그챌린지 힘들다고 투덜투덜 거렸더니 날 생각해주시는 좋은 분들이 점심을 사주러 오셨다.. ㅠ_ㅠ 힘들어두 왠지 털어놓으면 좀 낫단말이지?! 점심 메뉴는 라멘이었는데 여기 라멘이 5000원 밖에...,오늘은 아침부터 달달구리 한게 땡겨서 스벅 여름메뉴인 카라멜 블랜디드 돌체 커피 플랫치노 였나??? 이름이 디따 긴 음료를 원샷하고 시작했ㄷ 오늘 점심은 다헤찌와 함께 라멘을 먹으러 떠났다 라멘 집 이름은 하꼬멘!...,중앙대 일본라멘 맛집 :: 하꼬멘 학교 정문쪽 일본라멘 맛집 하꼬멘에 방문했다 항상 사람이 많은 곳이라 자리가 없을까 걱정했지만 다행히도 자리가 남아있었다! 우리가 들어오자마자 자리가 다 차긴 했지만 ㅎㅎ 흑석동...,안녕하세요 편집위 실세 에디터 고눙이, 뱅뱅이, 망고링고 입니다 ㅎㅎ 오늘 저희는 짬 찬 중대생들만 알고 있다는 맛집 『하꼬멘』을 방문했는데요. 소문만큼 맛있더라구요. 저렴한 가격과 아담한 인테리어도...,하꼬멘 라멘집 흑리단길 밥집 거리쪽에 있음 골목 귀퉁이 돌아야 잇음 Previous image Next image 인테리어 가게 크기는 작은 편 탄탄멘 중대 학생들이 많이 가는 곳 가격과 양이 괜찮아 후배들 밥 사줄 때 가던 곳,안뇽하세요 먹뇽이에요 얼마전 주머니사정 가벼울때 저렴하게 한끼 해결할수 있는 양쉐프포스팅했었죠!!! https://m.blog.naver.com/eychoi301/221464797854 오늘은 2탄입니다ㅋㅋㅋㅋ 마찬가지로 흑석동, 중앙대에 위치한 아주...,왼쪽은 메뉴 오른쪽은 돈우동 세트(6000원) 여길 갈까 솔직히 이 가게 앞에서 많이 고민을 했었다. 이탈리안 돈까스라니 어설픈 퓨전 요리 식당이 아닐까 생각을 많이 했지만 결국 도전했다. 시킨면 스프도 준다. 근데 음식들...,오랜만에 중앙대 근처를 배고파서 어슬렁거리던중 하꼬멘이라는 곳을 찾았습니다. 중앙대 병원 뒤쪽 음식점들이 있는거리여서 방문하기도 편한 그런 곳이었습니다. 위치는 흑석역에서 멀지않으며 중앙대학교 가는길...",20
183168,BBQ치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,상도1동,37.500311669672,126.95185362181002,닭 오리요리후라이드 양념치킨치킨 전문점,상도1동%20BBQ치킨,https://m.place.naver.com/restaurant/11799070,"치킨,닭강정",4.32,141.0,"어릴적에 정말 자주 먹었던 양념치킨을 먹을까해서 어디에서 시킬까하다가 BBQ를 시켰다. 치킨 먹기 좋은 날이구만 배달음식을 시킬때 홀서빙도 같이 하는 곳을 골라야 맛집이라고 해서 계속 찾아보았으나 집 근처에 있는...,오늘 어쩌다보니 의도치 않게 하게 된 1일 1식 내일 시험치는데 나 뭐하고 있는거지...흡 어차피 오늘 공부는 망했어요 ㅠㅠ 사실 아주 독한 감기에 걸리는 바람에 어제 밤부터 머리 싸매고 누웠어요 여러분도 다들...",2
183337,굿베이커리,제과제빵떡케익,제과점,제과점업,흑석동,37.507649464778,126.96242829779499,제과제빵떡케익제과점제과점업,흑석동%20굿베이커리,https://m.place.naver.com/restaurant/1203284054,베이커리,4.54,13.0,"수제쿠키전문점, 베이킹 스튜디오 Berry Good Nuts가 여러분과 따스한 만남을 만들어 갑니다. 우리동네에 아담하고 아늑한 베이킹스튜디오가 생겼어요! 우녹스(UNOX)와 스메그(SMEG) 두 종류의 오븐을 구비한 수제쿠키...,작성했던 포스팅 실수로 삭제되어 다시 올리는 동일한 내용의 포스팅입니다 베이킹을 좋아해서 뭘 만들면 좋을까 찾아보다가 호두파이를 만들러 가기러 했어요 (달콤고소 호두파이❤) Berry Good Nuts 재료 재료를...",2
183973,엉터리생고기중앙대점,한식,갈비/삼겹살,한식 음식점업,흑석동,37.5078849233844,126.960513529647,한식갈비 삼겹살한식 음식점업,흑석동%20엉터리생고기중앙대점,https://m.place.naver.com/restaurant/435963401,"육류,고기요리",4.37,156.0,"안녕하세요 헤일리에요 ~ 어제 오랜만에 엉터리삼겹살 집에 다녀왔어요 중앙대쪽에도 엉터리생고기집이 생겼더라구요 엉터리생고기는 아이낳기 전 가보고 오랜만에 가보았는데, 중앙대 앞이라 그런지 한식부페처럼 크게...,콜!!!!!!!!!!!!!!!!!!!!!!!!!!!!! 글램 1조의 두번째 활동이 시작됐다 사실 활동이라 쓰고 음주가무라고 읽어야하지만.... 무튼 우리는 삼겹살에 소주를 먹기위해 엉생에 갔어요 하앗 너무 맛있었당 오빠가 고기를 야무지게 구워줬다...,엉터리생고기 무한리필 흑석중앙대점 한국인의 소울푸드 삼겹살! 최근에는 치느님에게 밀려난 감이 없지 않아 있지만 여전히 최고의 외식 메뉴지요 3월 3일 삼삼데이를 맞이하여 삼겹살을 먹으러 갔다 왔어요. 삼겹살...,오늘은 어버이날입니다. 시부모님과 저녁을 먹어야 하는 음식점을 찾다가 어머님이 좋아하는 야채도 많고 고기의 질이 좋은 흑석동고기집에 왔습니다. 엉터리생고기 중앙대점 위치는 9호선 흑석역 3번 출구에서 도보로 5분...,안녕하세요 호호곰돌이입니다. 설연휴가 끝나가네요 모두 맛있는거 많이 드시고 즐거운 휴식 보내셨나요? 저는 어제 흑석동에서 친구를 만났어요 사실 흑석동 골목 안 이쁜 카페를 가려고 했는데 설날연휴라고...,#흑석맛집 #엉터리생고기플러스 #한식뷔페 푸짐한 뷔페 한상차림! 글, 사진 / 아이싸 오늘은 흑석맛집 알아보시는 분들에게 추천드리는 흑석동 중대 앞에 삼겹살 무한리필 집 소개해 드릴 건데요 예전에 한 번 소개를...,오늘 소개 할 곳은 흑석동 맛집으로 유명한 엉터리 생고기에서 새롭게 오픈한 “엉터리 생고기 플러스” 한식 뷔페와 고기를 무한으로 즐길 수 있는 곳이에요-! “엉터리 생고기 중앙대점” 서울 동작구 흑석로11길 4...,제대로 잘 먹은 한끼는 속도 든든하지만 우리몸에 영양소와 면역력을 지탱해주는 에너지와 영양공급원으로서 아주 중요하죠 그래서 예로부터 '약식동원'이라고 하여 음식을 치료의 한과정으로 중요시 한 것을 보면 어떻게...,궁금할 땐 네이버 톡톡하세요! 내돈내산 맛집소개 흑석동 무한리필의 자존심 고기맛집 보장! 안녕하세요~~!! 지역의 맛집을 소개해드리는 공인중개사!! 한솔공인중개사입니다!! 여러분들께서는 고기를 얼마나 좋아하시나요?...,#하하간 #하팡이의하루는간다 #210315 #월요일 키보드랑 마우스로 #오버워치 하면서 #잠옷 자랑중! 회사에서 점심먹고나면 내가 자는곳... 나름 베개도있고 담요도있고 저 쇼파가 딱 160cm 전용인것같다 ..! 과장님이 프링글스...",53
185434,봉추찜닭중앙대점,닭/오리요리,찜닭전문점,한식 음식점업,흑석동,37.5070726317804,126.959337182524,닭 오리요리찜닭전문점한식 음식점업,흑석동%20봉추찜닭중앙대점,https://m.place.naver.com/restaurant/33758189,찜닭,4.28,94.0,"곧 졸업을 앞둔 우리 후배님들에게 밥한끼 사주고 싶어 방문했다. 날씨는 추워서 멀리 못나갈것같고 좀 따수운게 먹고 싶어서 정문 바로 앞에 있는 #봉추찜닭 으로 고고 정문 모닝글로리 이층에 있다~ 유명한 체인점이라...,봉추찜닭 ★★★☆ 와 오랜만이예요 봉추찜닭. 치즈찜닭 이찜닭 저찜닭 많은 찜닭춘추전국시대에 제일 정석적인 안동찜닭인 봉추찜닭입니다. 들어가자마자 왼쪽에 화장실도 있음 깔끔한 내부 원래 여기 병원쪽으로...,결혼하기 전에는 중앙대 앞에서 자주 데이트를 즐겼었는데 결혼 후에 오랜만에 중앙대 앞에서 식사할 겸 자주 오는 곳 중의 한 곳인 봉추찜닭에서 저녁식사를 먹었어요. 게다가 예전에는 없었던 치즈토핑까지~!! 봉추찜닭...,오늘은 (20.07.08.목) 건강검진을 받는 날이다. 정신없이 이른 아침부터 중앙대학교병원으로 향했다. > 언제가부터 건강에 대한 관심이 커졌다. 운동도 열심히 하고 영양제를 꼬박꼬박 챙겨먹고 정기검진도 잘 챙겨서 받는다....,오늘은 동아리 친구들 2명이랑 도서관에 있다가 저녁먹으러 봉추찜닭에 갔다! 중앙대 정문 아마스빈 건물 2층이다 입구 백채 김치찌개 바로 앞이다 깔끔한 매장 내부 메뉴판 우린 일반 중 사이즈에 치즈추가하고 공기밥을...,안녕하세요. 크롬웰이에요. 얼마전 오랜만에 중앙대 정문에 위치한 봉추찜닭을 다녀왔어요^^ 아무래도 상도동 근처에서 생활하다보니 거의 동작구 위주의 맛집을 자주 올리는데요. 예전에도 이곳을 한번 포스팅 한적이...,안녕하세요. 크롬웰이에요. 오늘은 얼마전에 찾아갔던 중앙대 맛집 봉추찜닭을 다녀왔답니다^^ 이 곳은 제가 종종 가는 찜닭집 중의 하나인데요. 위치는 중앙대 정문에서 조금만 내려오면 2층에 위치하고 있어요. 야식으로...,봉추찜닭 (중앙대점) *위치* 중앙대 정문에 위치한 맛집 중 한곳, 봉추찜닭 여긴 프랜차이즈이긴 하지만 전 늘 학교앞에서만 먹는 것 같아요. 친구들이랑 먹어서 더 맛있기도 하고 ㅋㅋㅋ 그냥 학교 앞 맛집같다능. 중앙대...,뭔가 초록바에 각종 학교들의 입학처가 올라오는 걸 보니 수시 발표가 난 듯해요 저희 학교도 발표가 난 건지는 잘 모르겠어요 ㅋㅋㅋㅋㅋ 저도 수시로 합격해서 2년쯤 딱 이맘대 발표가 나서 생각이 새록새록납니다...,[신천지인의 행복한맛집] 중앙대 서울캠퍼스앞 흑석동 '봉추찜닭' 신천지인의 행복한맛집 오늘은 중앙대 서울캠퍼스앞 흑석동 '봉추찜닭' 이야기 입니다. 연말연시 모임 장소로 이용해도 좋을듯한 신천지인의 행복한맛집...",32
